
		########################################
		#    ADC to memory transfer via DMA.   #
		########################################

Buffer 1:
========

 Index 	  Address         Value(h)        Value(d)     voltage (mV)
   689	 0x200016b0       0x00005c38        23608           1188
   690	 0x200016b4       0x00006964        26980           1358
   691	 0x200016b8       0x000059c1        22977           1156
   692	 0x200016bc       0x00004b34        19252           969
   693	 0x200016c0       0x00005f94        24468           1232
   694	 0x200016c4       0x00005b3b        23355           1176
   695	 0x200016c8       0x00006bbf        27583           1388
   696	 0x200016cc       0x00007835        30773           1549
   697	 0x200016d0       0x00006a32        27186           1368
   698	 0x200016d4       0x00005838        22584           1137
   699	 0x200016d8       0x000052d8        21208           1067
   700	 0x200016dc       0x000065c0        26048           1311
   701	 0x200016e0       0x00006a42        27202           1369
   702	 0x200016e4       0x000059a8        22952           1155
   703	 0x200016e8       0x00004c4c        19532           983
   704	 0x200016ec       0x00005e05        24069           1211
   705	 0x200016f0       0x00006398        25496           1283
   706	 0x200016f4       0x00007118        28952           1457
   707	 0x200016f8       0x00006330        25392           1278
   708	 0x200016fc       0x00007328        29480           1484
   709	 0x20001700       0x000080bc        32956           1659
   710	 0x20001704       0x00006d2c        27948           1407
   711	 0x20001708       0x00007398        29592           1490
   712	 0x2000170c       0x000081d8        33240           1673
   713	 0x20001710       0x000069e8        27112           1365
   714	 0x20001714       0x00005738        22328           1124
   715	 0x20001718       0x000054b1        21681           1091
   716	 0x2000171c       0x0000635c        25436           1280
   717	 0x20001720       0x000073ee        29678           1494
   718	 0x20001724       0x00007e50        32336           1628
   719	 0x20001728       0x000073d8        29656           1493
   720	 0x2000172c       0x00007ff3        32755           1649
   721	 0x20001730       0x00007218        29208           1470
   722	 0x20001734       0x00005eab        24235           1220
   723	 0x20001738       0x00005b4d        23373           1176
   724	 0x2000173c       0x00006c3e        27710           1395
   725	 0x20001740       0x00007929        31017           1561
   726	 0x20001744       0x0000676a        26474           1333
   727	 0x20001748       0x00005ede        24286           1222
   728	 0x2000174c       0x00005b7d        23421           1179
   729	 0x20001750       0x00006ca7        27815           1400
   730	 0x20001754       0x00007690        30352           1528
   731	 0x20001758       0x00006f42        28482           1434
   732	 0x2000175c       0x00006579        25977           1308
   733	 0x20001760       0x00006cfb        27899           1404
   734	 0x20001764       0x000074f0        29936           1507
   735	 0x20001768       0x00007b99        31641           1593
   736	 0x2000176c       0x00008618        34328           1728
   737	 0x20001770       0x000079b4        31156           1568
   738	 0x20001774       0x00006778        26488           1333
   739	 0x20001778       0x000060f8        24824           1249
   740	 0x2000177c       0x00005350        21328           1073
   741	 0x20001780       0x0000663b        26171           1317
   742	 0x20001784       0x00006a49        27209           1370
   743	 0x20001788       0x00005924        22820           1149
   744	 0x2000178c       0x00004eb8        20152           1014
   745	 0x20001790       0x00004cb8        19640           988
   746	 0x20001794       0x00005c4c        23628           1189
   747	 0x20001798       0x00006a57        27223           1370
   748	 0x2000179c       0x00005848        22600           1138
   749	 0x200017a0       0x00005291        21137           1064
   750	 0x200017a4       0x00004257        16983           855
   751	 0x200017a8       0x0000381c        14364           723
   752	 0x200017ac       0x0000375c        14172           713
   753	 0x200017b0       0x000038be        14526           731
   754	 0x200017b4       0x0000367c        13948           702
   755	 0x200017b8       0x00004108        16648           838
   756	 0x200017bc       0x00003b11        15121           761
   757	 0x200017c0       0x00003019        12313           620
   758	 0x200017c4       0x00002fd0        12240           616
   759	 0x200017c8       0x000031a7        12711           640
   760	 0x200017cc       0x00002b87        11143           561
   761	 0x200017d0       0x00004484        17540           883
   762	 0x200017d4       0x00005790        22416           1128
   763	 0x200017d8       0x000051cc        20940           1054
   764	 0x200017dc       0x00004591        17809           896
   765	 0x200017e0       0x00005283        21123           1063
   766	 0x200017e4       0x00004424        17444           878
   767	 0x200017e8       0x00005788        22408           1128
   768	 0x200017ec       0x000051b8        20920           1053
   769	 0x200017f0       0x0000463c        17980           905
   770	 0x200017f4       0x00005165        20837           1049
   771	 0x200017f8       0x00004610        17936           903
   772	 0x200017fc       0x0000512f        20783           1046
   773	 0x20001800       0x00004638        17976           905
   774	 0x20001804       0x00005071        20593           1036
   775	 0x20001808       0x00004c78        19576           985
   776	 0x2000180c       0x00005b93        23443           1180
   777	 0x20001810       0x00006c28        27688           1394
   778	 0x20001814       0x00007775        30581           1539
   779	 0x20001818       0x00006da4        28068           1413
   780	 0x2000181c       0x00007409        29705           1495
   781	 0x20001820       0x00007d54        32084           1615
   782	 0x20001824       0x00008078        32888           1656
   783	 0x20001828       0x00006e48        28232           1421
   784	 0x2000182c       0x000069c5        27077           1363
   785	 0x20001830       0x000059ef        23023           1159
   786	 0x20001834       0x00004a64        19044           958
   787	 0x20001838       0x00003d88        15752           793
   788	 0x2000183c       0x00004cd8        19672           990
   789	 0x20001840       0x0000596e        22894           1152
   790	 0x20001844       0x00004d72        19826           998
   791	 0x20001848       0x00005885        22661           1141
   792	 0x2000184c       0x000050b8        20664           1040
   793	 0x20001850       0x000049b8        18872           950
   794	 0x20001854       0x00003e4f        15951           803
   795	 0x20001858       0x000049d8        18904           951
   796	 0x2000185c       0x00003e38        15928           802
   797	 0x20001860       0x00004970        18800           946
   798	 0x20001864       0x000040fc        16636           837
   799	 0x20001868       0x0000393c        14652           737
   800	 0x2000186c       0x00003339        13113           660
   801	 0x20001870       0x00004bcc        19404           977
   802	 0x20001874       0x00005e84        24196           1218
